job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,conve.entity_embedder.regularize_weight,conve.relation_embedder.regularize_weight,conve.entity_embedder.dropout,conve.relation_embedder.dropout,conve.feature_map_dropout,conve.projection_dropout,conve.convolution_bias
385cd301,fb15k-237,conve,1,search,1vsAll,valid,175,,,,mean_reciprocal_rank_filtered_with_test,0.2755854362703165,0,73a9cdfc,1024.0,Adagrad,0.21390336369000637,10.0,16.0,xavier_normal_,0.0018873247612653649,-0.5211602966800146,lp,False,3.5860968316745983e-16,0.07161349921092429,-0.03248598240315914,0.48251593858003616,0.10548655828461051,0.11003059847280383,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.302316711443185,1,d1cd0790,512.0,Adam,0.018420493197368232,1.0,64.0,uniform_,9.844387887742932e-05,-0.25450956795607693,,True,7.215329469097798e-13,6.528946540790683e-18,-0.40912280790507793,0.22705333027988672,0.4589508194476366,0.24584714975208044,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2644705845006416,2,8ff28d39,128.0,Adagrad,0.001381714656652208,8.0,128.0,normal_,0.003903109167279497,-0.8527406893676333,lp,False,3.1095194791312257e-10,9.982991904570964e-11,0.07558088190853596,-0.025581550784409046,0.21155088301748037,0.3647953006438911,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.0475432227063729,3,89ca310d,128.0,Adam,0.6569209528626869,4.0,64.0,xavier_uniform_,1.1481532781737016e-05,-0.4876637228055857,lp,True,3.507658216519438e-07,0.0003779279123449943,0.3688252279534936,0.291928319260478,0.40630080131813884,0.26628835359588265,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,230,,,,mean_reciprocal_rank_filtered_with_test,0.1887268710347162,4,f3948b76,512.0,Adagrad,0.002546561845283265,8.0,256.0,uniform_,0.03490679242858966,-0.9052307126928587,lp,False,1.2199676373991448e-14,1.6101768245372725e-11,-0.1467031231150031,-0.461295697838068,0.16929123410955071,0.15490091033279896,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,360,,,,mean_reciprocal_rank_filtered_with_test,0.2686552675898203,5,babd2769,1024.0,Adam,0.0004653301321587149,1.0,256.0,uniform_,0.5629854292058171,-0.14039500805607064,lp,True,3.165797514793209e-20,2.9000268180384746e-08,-0.27104283031076193,-0.21755179297178984,0.270176668651402,0.021037558559328318,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.2212244595630168,6,33ba2e62,256.0,Adagrad,0.11628956669432503,5.0,16.0,xavier_uniform_,0.000225757947305059,-0.7211073987339158,,False,0.0006192017181569808,2.2476017990365853e-20,0.24423321429640055,0.04342368897050619,0.025386065244674683,0.40207437239587307,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.2671484040846877,7,8571350c,256.0,Adam,0.0011222256035549713,9.0,16.0,xavier_uniform_,0.16064279260549305,-0.6469900137314293,,False,9.62248670103449e-19,1.7368238935505443e-12,-0.23300909623503685,-0.40565876103937626,0.33583243377506733,0.44556635012850165,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,235,,,,mean_reciprocal_rank_filtered_with_test,0.3216082622701026,8,b8006b55,1024.0,Adagrad,0.037498905530219145,5.0,512.0,normal_,0.0007889315598891269,-0.24529193127268922,lp,True,0.07384840931548024,1.4602764713192907e-05,0.2510296441614628,0.35726793482899666,0.08857551869004965,0.06879126001149416,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,165,,,,mean_reciprocal_rank_filtered_with_test,0.2488226114734816,9,2afb1a52,512.0,Adam,0.270813073958238,6.0,128.0,uniform_,5.905264292006576e-05,-0.9786309641325567,lp,False,4.532299270499855e-08,5.74720417499095e-19,0.12765881046652794,0.10479603428393602,0.47192414524033666,0.2005832470022142,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3214247565137582,10,beabb791,128.0,Adagrad,0.00785141098075356,2.0,64.0,normal_,0.006805696078506764,-0.38253791259134184,lp,True,6.1846935676896245e-15,2.6634395400367664e-07,-0.3566168583929539,-0.1503791967406869,0.2325131013058126,0.31575794611126184,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.2255414951347305,11,4b235ad4,128.0,Adam,0.05690248568361664,10.0,256.0,normal_,2.7776137195474846e-05,-0.7791726152782328,lp,False,5.633026927603452e-12,0.0038947235265209923,-0.08778657112270594,0.4151622671633959,0.39719558227807283,0.2875635586678982,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1309836660384588,12,40448f3c,512.0,Adagrad,0.0005706957940477963,3.0,32.0,xavier_normal_,0.013793927516264496,-0.3598337329939846,,True,6.186916819519893e-10,6.512277897627163e-15,0.42816443648189306,-0.339427649974823,0.15227340161800385,0.16432456718757749,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,245,,,,mean_reciprocal_rank_filtered_with_test,0.3201150433507984,13,5210d0ab,1024.0,Adam,0.005351551578035601,7.0,32.0,uniform_,0.3192516537108772,-0.5949877899410017,lp,False,4.832326890537072e-06,1.2904974997084584e-09,0.052511862479150295,-0.09086192306131124,0.28331780759617686,0.03448566049337387,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,190,,,,mean_reciprocal_rank_filtered_with_test,0.3106517990804106,14,1ab018ed,256.0,Adagrad,0.5169163459314299,0.0,256.0,xavier_normal_,0.00038058969193679814,-0.012625575957978086,lp,True,2.9849847968412625e-18,1.186208379230972e-16,-0.4632022166624665,0.17160152923315763,0.04618047783151269,0.419325013179332,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,135,,,,mean_reciprocal_rank_filtered_with_test,0.3013811940850442,15,0945ba96,256.0,Adam,0.033418775379742624,1.0,128.0,xavier_normal_,0.043779406351360246,-0.45536063805138693,,False,0.0019564869004939337,3.785734518634557e-10,-0.02616922464221716,-0.3554828315973282,0.11861136043444276,0.3427263256162405,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1682940202184915,16,3e056f27,1024.0,Adagrad,0.0009843806997790984,6.0,64.0,normal_,1.723013228515051e-05,-0.9373820455389935,lp,True,8.443904215276007e-20,2.515908888805464e-17,0.4895939687266946,0.40497242100536823,0.363413795363158,0.20385781908407807,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,65,,,,mean_reciprocal_rank_filtered_with_test,0.2399271212040205,17,a2204034,512.0,Adam,0.009147956166012574,4.0,16.0,xavier_normal_,0.0002822135141670212,-0.17074299060588694,lp,False,3.8752017532127615e-14,0.0187835235203288,0.11613858584314585,0.14859421085566282,0.20099308714270592,0.08967822976410389,True
385cd301,fb15k-237,conve,1,search,1vsAll,valid,260,,,,mean_reciprocal_rank_filtered_with_test,0.3062895414528087,18,b1256d20,128.0,Adagrad,0.30088399275202843,8.0,512.0,uniform_,0.842850565390997,-0.6909109296759683,lp,True,9.406214745410285e-07,2.1700480319851354e-14,-0.39987584110349417,-0.1041095769032836,0.43801448587328196,0.4588894979096949,False
385cd301,fb15k-237,conve,1,search,1vsAll,valid,300,,,,mean_reciprocal_rank_filtered_with_test,0.2927379058846592,19,9d28b9c0,128.0,Adam,0.0006538814004389161,0.0,32.0,normal_,0.002589500201809354,-0.08700673867811448,lp,False,1.1683076698098395e-10,8.477920302666041e-20,-0.1696216519922018,0.3381614424288273,0.17985255783423781,0.42263081995770335,False
be1429da,fb15k-237,conve,1,search,1vsAll,valid,190,,,,mean_reciprocal_rank_filtered_with_test,0.3252400611722982,20,903e434e,512.0,Adagrad,0.06417066334002418,7.0,256.0,xavier_uniform_,0.10542090595131019,-0.5515092924986593,,True,2.281744953417927e-13,1.1235005476788283e-07,0.314595365896821,-0.4149946216493845,0.42723362939432263,0.06148384418338537,True
be1429da,fb15k-237,conve,1,search,1vsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.2224664649495651,21,99238c05,1024.0,Adam,0.4666100630543496,4.0,256.0,normal_,0.005338983223388992,-0.28666000674148084,lp,False,1.3402466863165213e-16,4.200843913440686e-12,0.18902728147804737,-0.17033520434051752,0.012264798395335674,0.1776164839975536,False
be1429da,fb15k-237,conve,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3026043337432278,22,a61320a7,256.0,Adagrad,0.004606452989245235,10.0,64.0,xavier_uniform_,0.00016124012260778874,-0.820436829760801,lp,True,4.654159305268522e-05,9.703477832107508e-05,-0.2949385028332472,0.09069439489394426,0.2518038135021925,0.30842072796076536,True
be1429da,fb15k-237,conve,1,search,1vsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.1908431880658326,23,1b4ea8a9,256.0,Adam,0.14721349141459172,7.0,64.0,uniform_,0.027135173519903473,-0.8093690843361803,lp,True,1.7256137894051844e-17,1.0418805090496696e-06,0.30715158488601446,-0.48417945578694344,0.07788993045687675,0.35172005416825414,False
be1429da,fb15k-237,conve,1,search,1vsAll,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.3375453612863558,24,003f5dc0,1024.0,Adagrad,0.011219044002893383,0.0,128.0,normal_,3.1815517993073523e-05,-0.32948575044416817,lp,False,2.35206798213764e-05,2.188922478378322e-18,-0.2080762991681695,0.27880136482417583,0.3150238925591111,0.22471215575933456,True
be1429da,fb15k-237,conve,1,search,1vsAll,valid,205,,,,mean_reciprocal_rank_filtered_with_test,0.3051300858105218,25,20639ff1,512.0,Adam,0.0020682172081596673,9.0,512.0,uniform_,0.0007457103806390112,-0.5628364570948667,,True,3.5577427316222576e-09,3.7933864156665704e-06,-0.3346133762970567,0.02724494691938162,0.24550629639998078,0.1065004919655621,False
