job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,transh.entity_embedder.regularize_weight,transh.relation_embedder.regularize_weight,transh.entity_embedder.dropout,transh.relation_embedder.dropout,KvsAll.label_smoothing,transh.l_norm
1acee956,umls,transh,1,search,KvsAll,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.759511561,42,45f48e29,256,Adagrad,0.206607264,1,16,normal_,0.31968864,-0.256132918,lp,TRUE,3.17E-05,2.54E-08,-0.235116937,-0.312455572,0.033521564,2
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.164082943,38,bb81edc1,1024,Adagrad,0.00084052,3,512,normal_,4.81E-05,-0.161846492,lp,TRUE,6.84E-20,6.74E-06,-0.490579562,0.42570728,0.177604923,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.733046268,41,01e3c0b3,128,Adam,0.019772208,7,64,uniform_,0.042003965,-0.686361762,lp,FALSE,3.16E-08,1.08E-15,0.254794519,-0.084703843,-0.269833947,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.201940735,43,29c55c7b,1024,Adagrad,0.004615265,4,64,uniform_,4.05E-05,-0.424241413,,FALSE,0.008445908,1.27E-19,-0.050985693,0.336030271,-0.153969434,2
1acee956,umls,transh,0,search,KvsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.551157197,44,ea8ab209,128,Adam,0.660883372,6,256,normal_,0.003862805,-0.915066567,lp,TRUE,1.41E-14,2.07E-10,0.193875077,-0.184846172,0.284396587,1
1acee956,umls,transh,1,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.745315833,46,7ad7e61b,512,Adam,0.000736227,10,16,xavier_uniform_,0.00017979,-0.510731324,lp,TRUE,1.53E-10,0.002360243,0.437619025,0.0481589,0.142657031,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.711465098,49,8f4ef5de,256,Adagrad,0.105374193,1,256,xavier_normal_,0.192212381,-0.017191084,lp,FALSE,1.41E-17,1.47E-12,-0.29949028,-0.4570334,-0.009922678,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.479974712,45,973600c7,512,Adagrad,0.03006669,3,256,normal_,0.023913304,-0.799327573,lp,TRUE,6.91E-10,1.74E-18,0.235437083,-0.367652145,-0.295200553,2
1acee956,umls,transh,1,search,KvsAll,valid,265,,,,mean_reciprocal_rank_filtered_with_test,0.719928999,47,76fbe637,256,Adam,0.001649203,7,64,uniform_,0.000121817,-0.290955224,lp,FALSE,4.60E-17,2.79E-09,-0.003558352,0.153479763,0.161919169,1
1acee956,umls,transh,0,search,KvsAll,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.818560267,48,90f34203,1024,Adam,0.314018124,9,256,xavier_normal_,0.579259233,-0.13484838,,FALSE,0.002641462,0.041479498,-0.255114786,-0.016788678,0.001461675,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.804997169,51,7ff61cc6,128,Adagrad,0.017250347,2,16,xavier_uniform_,0.001108741,-0.642090635,lp,TRUE,3.06E-15,2.56E-11,0.491754184,0.488651458,-0.132362616,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,85,,,,mean_reciprocal_rank_filtered_with_test,0.807763691,53,2a01f295,1024,Adam,0.073681642,9,16,normal_,0.106360511,-0.404063874,lp,TRUE,1.55E-19,7.16E-17,-0.194653117,-0.244895088,-0.02557095,1
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.434536004,50,a9a6416f,128,Adagrad,0.000400555,0,128,xavier_uniform_,0.000462565,-0.881522224,lp,FALSE,2.05E-07,4.47E-07,0.052618061,0.280844784,0.11732619,2
1acee956,umls,transh,1,search,KvsAll,valid,65,,,,mean_reciprocal_rank_filtered_with_test,0.739334106,54,bc40eefc,512,Adagrad,0.462364637,4,64,xavier_normal_,0.00680774,-0.536443844,,FALSE,5.93E-13,9.10E-05,0.300268199,-0.394092679,0.280127523,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.733771669,56,60fcfd10,256,Adam,0.002509722,6,512,normal_,1.60E-05,-0.060786964,lp,TRUE,1.36E-05,1.47E-14,-0.439251514,0.116077522,-0.186065084,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.190327896,52,44a4718b,1024,Adagrad,0.00054845,8,512,normal_,2.86E-05,-0.243344046,lp,FALSE,7.94E-09,3.98E-08,0.112157448,-0.270597683,-0.240515334,1
1acee956,umls,transh,0,search,KvsAll,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.755565105,57,f0269486,128,Adam,0.100990671,3,64,normal_,0.005476473,-0.720954269,lp,TRUE,1.67E-20,2.53E-17,-0.125411051,0.234647963,0.221416344,2
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.749001719,55,cce23ee0,512,Adam,0.005051296,1,128,xavier_normal_,0.000260415,-0.814196432,lp,TRUE,0.000125247,5.37E-15,-0.381789248,-0.121457336,0.06550437,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,110,,,,mean_reciprocal_rank_filtered_with_test,0.815475089,60,dfd6d3d4,256,Adagrad,0.92964033,8,16,xavier_uniform_,0.132564349,-0.338690949,,FALSE,1.52E-11,8.54E-06,0.363530716,0.399472454,-0.082223061,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,205,,,,mean_reciprocal_rank_filtered_with_test,0.71905775,58,59ebc50e,512,Adam,0.001366888,0,32,normal_,0.001976001,-0.58440838,lp,FALSE,3.53E-18,6.39E-11,-0.067001943,-0.148115247,-0.041056324,2
1acee956,umls,transh,1,search,KvsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.646901371,59,7358531d,256,Adagrad,0.024894561,10,128,xavier_uniform_,0.463046232,-0.07521278,lp,TRUE,3.76E-11,1.00E-20,0.17791199,0.36228759,0.096993956,1
1acee956,umls,transh,1,search,KvsAll,valid,245,,,,mean_reciprocal_rank_filtered_with_test,0.805138149,62,37bc32a0,1024,Adagrad,0.007548689,5,32,xavier_normal_,6.81E-05,-0.483399875,lp,TRUE,5.56E-14,1.56E-13,0.422571361,-0.498913842,0.255249626,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.53283668,61,6fa1331b,128,Adam,0.137552516,4,256,normal_,0.029658534,-0.989819358,,FALSE,0.034126144,0.000981747,-0.314469038,0.027051038,-0.197004936,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,355,,,,mean_reciprocal_rank_filtered_with_test,0.780066414,63,fb85a21f,1024,Adagrad,0.094503393,9,512,xavier_normal_,0.000292797,-0.524437593,lp,TRUE,0.063876632,1.34E-10,0.34859899,-0.171600937,-0.283911958,1
1acee956,umls,transh,0,search,KvsAll,valid,165,,,,mean_reciprocal_rank_filtered_with_test,0.630752236,65,a9cdaf5b,128,Adam,0.000516329,2,64,normal_,0.118032028,-0.002362751,lp,FALSE,9.83E-14,8.35E-20,-0.396749585,0.323151211,0.154146199,2
1acee956,umls,transh,0,search,KvsAll,valid,370,,,,mean_reciprocal_rank_filtered_with_test,0.725350082,64,6598f630,512,Adam,0.987512843,3,128,normal_,2.48E-05,-0.407804237,,FALSE,8.55E-11,1.13E-12,-0.141470052,-0.444278348,0.010094954,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,225,,,,mean_reciprocal_rank_filtered_with_test,0.760242486,67,cd7b5eb2,256,Adagrad,0.005397849,7,16,xavier_uniform_,0.006309296,-0.932594165,lp,TRUE,7.23E-18,0.001836953,0.096127057,0.034793472,-0.14216777,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.733198341,69,15460d66,512,Adam,0.023294697,5,16,xavier_normal_,6.54E-05,-0.178016639,lp,TRUE,2.86E-11,1.98E-08,-0.330758759,-0.293961243,-0.033325323,2
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.493259594,66,3dddedee,256,Adagrad,0.001286874,6,256,xavier_uniform_,0.030879652,-0.669116451,lp,FALSE,0.000219896,3.17E-18,0.40625303,0.195633595,0.128596188,1
1acee956,umls,transh,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.399247058,68,c25438df,1024,Adagrad,0.146101988,10,64,xavier_normal_,0.002100324,-0.764493862,,FALSE,3.82E-20,7.08E-16,0.1626922,-0.066699712,0.270303773,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.760100991,72,e3097597,128,Adam,0.008067331,0,256,uniform_,0.436156698,-0.271228279,lp,TRUE,1.62E-08,4.37E-06,-0.082193123,0.407336898,-0.177413208,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.744918121,73,42af6df0,512,Adagrad,0.001762513,1,256,xavier_normal_,0.502794629,-0.455738742,lp,FALSE,2.40E-05,5.26E-16,0.475800275,-0.190270979,-0.23041721,2
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.292057669,71,09f5ea27,256,Adam,0.031935462,8,32,normal_,0.00127829,-0.947050981,lp,TRUE,1.12E-12,8.28E-07,-0.27103627,0.288598603,0.212490094,1
1acee956,umls,transh,1,search,KvsAll,valid,315,,,,mean_reciprocal_rank_filtered_with_test,0.530875645,70,b5183c6d,1024,Adam,0.01624056,7,128,xavier_normal_,0.026857701,-0.603743548,lp,TRUE,4.18E-07,0.000192729,-0.018625434,-0.417597382,0.072984372,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.746239598,76,f0e59779,128,Adagrad,0.293837563,4,32,uniform_,0.000108345,-0.110690869,,FALSE,3.54E-19,1.21E-13,0.220337575,0.076960157,-0.093218688,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,255,,,,mean_reciprocal_rank_filtered_with_test,0.841785361,74,fddc141f,1024,Adam,0.000428035,5,16,xavier_normal_,0.007227405,-0.872958543,lp,FALSE,5.41E-15,2.27E-19,-0.45457985,-0.312906025,-0.050001169,1
1acee956,umls,transh,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.586603832,75,edd18027,128,Adagrad,0.078268515,4,128,xavier_uniform_,1.50E-05,-0.350121959,lp,TRUE,0.004950222,1.44E-09,0.284972289,0.161355712,0.107110677,2
1acee956,umls,transh,1,search,KvsAll,valid,90,,,,mean_reciprocal_rank_filtered_with_test,0.451327739,79,01eabd6c,512,Adagrad,0.002362737,1,64,uniform_,0.102155105,-0.192854498,lp,TRUE,9.45E-17,0.020420935,0.036467627,-0.040171371,0.244272596,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.107526416,77,a76f72e4,256,Adam,0.432663992,10,512,uniform_,0.000482018,-0.716882207,,FALSE,1.57E-09,3.25E-12,-0.210835977,0.449656223,-0.189543531,2
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,215,,,,mean_reciprocal_rank_filtered_with_test,0.691954583,78,af60b2b0,512,Adam,0.192952908,7,128,xavier_uniform_,4.52E-05,-0.497076068,lp,TRUE,2.94E-17,1.54E-20,0.269892179,0.343795595,-0.096305567,1
1acee956,umls,transh,1,search,KvsAll,valid,160,,,,mean_reciprocal_rank_filtered_with_test,0.770802504,83,ee547bfd,256,Adagrad,0.008288717,3,16,uniform_,0.044774561,-0.97502198,,FALSE,3.42E-10,9.73E-11,-0.475510512,-0.130233564,0.042050289,2
1acee956,umls,transh,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.328998238,80,3d907357,1024,Adagrad,0.02096152,2,512,uniform_,0.002974586,-0.567941143,lp,FALSE,2.43E-14,0.001279276,-0.219193367,0.009045407,0.198003389,1
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.742755352,84,eed03360,128,Adam,0.000899967,9,64,xavier_normal_,0.307637483,-0.092771348,lp,TRUE,0.016231637,2.01E-13,0.018335789,-0.48054198,-0.254565868,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.478803997,81,54590859,1024,Adagrad,0.61718766,0,32,normal_,0.000206523,-0.830335609,lp,TRUE,6.62E-08,3.26E-17,-0.283309269,0.221404928,-0.220439565,2
1acee956,umls,transh,1,search,KvsAll,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.749949262,82,d375b53b,128,Adam,0.004353717,9,512,xavier_normal_,0.167165133,-0.321475698,,FALSE,1.52E-19,5.17E-08,0.453771426,-0.257720835,0.241220905,1
1acee956,umls,transh,0,search,KvsAll,valid,130,,,,mean_reciprocal_rank_filtered_with_test,0.688136891,85,7578146b,512,Adam,0.111702132,6,32,uniform_,3.60E-05,-0.229324536,lp,FALSE,5.47E-05,1.30E-05,0.209173074,0.386715798,0.082923966,2
1acee956,umls,reciprocal_relations_model,0,search,KvsAll,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.823589863,88,7c8dbc50,256,Adagrad,0.00078837,4,256,xavier_normal_,0.004355915,-0.736079707,lp,TRUE,7.22E-12,8.27E-15,-0.035659086,-0.108090293,-0.064523068,1
1acee956,umls,reciprocal_relations_model,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.295190729,86,abc7ed97,1024,Adam,0.003608437,3,256,xavier_uniform_,0.010246739,-0.553407913,,FALSE,1.39E-18,2.90E-07,0.398016219,0.263083234,-0.118307564,2
1acee956,umls,transh,1,search,KvsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.713905147,87,d736d1ee,128,Adagrad,0.511017719,8,16,xavier_normal_,1.06E-05,-0.044699875,lp,TRUE,1.69E-06,4.71E-17,-0.348767155,-0.226767307,0.024869973,1
1acee956,umls,transh,1,search,KvsAll,valid,170,,,,mean_reciprocal_rank_filtered_with_test,0.792648596,90,066eb5a7,512,Adagrad,0.000344988,8,256,uniform_,0.070453267,-0.38891615,lp,TRUE,2.79E-13,1.13E-14,-0.097393813,0.097829607,0.185359583,2
12a64712,umls,reciprocal_relations_model,1,search,,valid,170,,,,mean_reciprocal_rank_filtered_with_test,0.792648596,90,066eb5a7,256,Adam,0.048930016,1,64,xavier_normal_,0.000698168,-0.895822717,lp,FALSE,5.90E-06,7.05E-05,0.141638096,-0.376455077,-0.281104232,1
