job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,conve.entity_embedder.regularize_weight,conve.relation_embedder.regularize_weight,conve.entity_embedder.dropout,conve.relation_embedder.dropout,negative_sampling.num_negatives_s,negative_sampling.num_negatives_o,conve.feature_map_dropout,conve.projection_dropout,conve.convolution_bias
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,375,,,,mean_reciprocal_rank_filtered_with_test,0.2393972378902908,0,de0586fd,1024.0,Adagrad,0.10751963086368396,8.0,32.0,xavier_normal_,3.3945322141391424e-05,-0.9517853229365592,lp,False,4.26713019442229e-15,2.7388355082817817e-05,-0.10986356902867556,0.20935273170471191,[],[],0.19237183639779687,0.42711868695914745,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,205,,,,mean_reciprocal_rank_filtered_with_test,0.1679365042236954,1,04f1048c,512.0,Adam,0.14493132810815607,2.0,32.0,uniform_,0.0001977797158572437,-0.38522681979720474,,True,7.359652044230805e-19,5.259953865739397e-16,-0.373368464410305,0.4492211081087589,[],[],0.460737238638103,0.3128610975109041,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1886433466771813,2,c0150035,128.0,Adagrad,0.0003407013770186034,7.0,128.0,normal_,0.010896684757569929,-0.5594160424373391,lp,False,2.1220565963312377e-10,1.8564722214418945e-07,0.18751660827547312,-0.006629960611462593,[],[],0.08018804900348186,0.06717623537406325,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.1556213605155759,3,b0920144,128.0,Adam,0.027186224708025123,4.0,16.0,xavier_uniform_,0.0009582014210726876,-0.33345932792643085,lp,True,1.656128214487377e-08,0.01592765481122267,0.26869723573327065,0.06811221688985825,[],[],0.013170278165489435,0.29662754526361823,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.1553555695528585,4,51a710ca,512.0,Adagrad,0.003050848643761201,10.0,256.0,uniform_,0.04842032767658214,-0.7224976696897112,lp,False,1.1375768067150436e-16,8.215120850019753e-12,-0.1693927301093936,-0.3900973033159971,[],[],0.3834679457359016,0.04214599123224616,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,265,,,,mean_reciprocal_rank_filtered_with_test,0.2634883135514685,5,71241b18,1024.0,Adam,0.0015414576501353793,0.0,512.0,uniform_,0.3086448746267862,-0.16310320813277734,lp,True,2.806622672415825e-13,1.7627211527888984e-09,-0.40979420579969883,-0.14559037424623966,[],[],0.1519672553986311,0.21695090271532536,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0290868789068069,6,15052756,256.0,Adagrad,0.6987412308669866,6.0,64.0,uniform_,0.00014862912114190597,-0.7672275280583464,,False,0.019281581139996163,9.849554674072148e-19,0.029239661060273647,0.3436250053346157,[],[],0.2795796049758792,0.4636194799095392,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,200,,,,mean_reciprocal_rank_filtered_with_test,0.3209401509481038,7,26c83fce,256.0,Adam,0.0005351550530040434,10.0,64.0,xavier_uniform_,0.140752363186867,-0.8144930162336584,,False,4.245631052337736e-12,2.7481800666364003e-13,-0.20309318602085114,-0.45662773307412863,[],[],0.09653802402317524,0.25522487377747893,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,250,,,,mean_reciprocal_rank_filtered_with_test,0.2695346193773168,8,8591e134,1024.0,Adagrad,0.25846717628155874,5.0,512.0,normal_,1.8538225867385475e-05,-0.23893292339260686,lp,True,0.0012311178935895202,0.002104201253733269,0.36099146399647,0.024767505936324596,[],[],0.4756376361474395,0.001765658613294363,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.2021271909306387,9,7b30fcaf,512.0,Adam,0.07888747881494951,5.0,128.0,uniform_,0.0004529175917226241,-0.672363466588473,lp,False,2.5872637766815365e-07,3.2993444488152167e-20,0.12446548230946064,0.2531610941514373,[],[],0.2385065951384604,0.23907057009637356,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.1521412810539635,10,d3c51f2c,128.0,Adagrad,0.008309518343953267,0.0,32.0,normal_,0.005697173080124903,-0.25671412241752256,lp,True,7.498619207819968e-18,2.3070670591982947e-10,-0.43861375469714403,-0.19722828548401594,[],[],0.3612528289668262,0.4847168084233999,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.1215189180790205,11,09d0d066,128.0,Adam,0.3977741782086177,9.0,128.0,xavier_uniform_,0.001835606252949381,-0.6088787761276215,lp,False,4.85220424635493e-20,1.4196422325008177e-05,-0.01758936233818531,0.13526539038866758,[],[],0.2954561775550246,0.15154795534908772,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.0439012878261334,12,84922848,512.0,Adagrad,0.0009962747412604407,3.0,16.0,xavier_normal_,0.021118227968155674,-0.4627655042048171,,True,3.314671873095286e-09,7.242338856712657e-16,0.41828498151153326,-0.3127808263525367,[],[],0.16734028048813343,0.40597562678158283,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,160,,,,mean_reciprocal_rank_filtered_with_test,0.2717433993619903,13,8e59f26c,1024.0,Adam,0.00617639564868198,7.0,64.0,normal_,0.5644659210186609,-0.9033600889831036,lp,False,9.446286222581942e-06,9.53328503485183e-08,0.1587170921266079,-0.08804922830313444,[],[],0.43010663939639926,0.35421803733333945,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.2772938776464927,14,ff377206,256.0,Adagrad,0.03763546563729229,1.0,256.0,xavier_normal_,6.790124222824252e-05,-0.04265411526519802,lp,True,6.456185102024981e-14,4.4892161684594974e-18,-0.2781626610085368,0.3914911290630698,[],[],0.060281986836344004,0.10760238906368613,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,300,,,,mean_reciprocal_rank_filtered_with_test,0.211969016765576,15,4ab13dfc,256.0,Adam,0.3429401670413249,0.0,128.0,uniform_,0.028014501988302146,-0.3604991237232834,,False,0.06287486421528363,6.604059779795338e-07,-0.09240909852087498,-0.3730962574481964,[],[],0.4098241585306823,0.1095736506395042,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.0337890207308597,16,b50fc06b,1024.0,Adagrad,0.0006665054329224882,6.0,16.0,xavier_uniform_,0.001142896657962508,-0.6948432406676188,lp,True,1.821168381489307e-12,1.2955515477488537e-16,0.46966711338609457,0.17653820849955082,[],[],0.037596254143863916,0.3639045241288841,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.1950695846031152,17,564ef18a,512.0,Adam,0.007052453953398416,4.0,32.0,xavier_normal_,8.731322920833201e-05,-0.12825802746392778,lp,False,3.7889599026006815e-16,0.00012639770855641197,0.23255998268723488,0.4205565582960844,[],[],0.30203721206635237,0.37659958004951477,False
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2694860557902053,18,176f7756,128.0,Adagrad,0.05536370837865802,10.0,512.0,normal_,0.3708772397781791,-0.802686395738162,lp,True,1.0980189906870534e-07,2.2888161667522783e-14,-0.3285680366680026,-0.09807204827666283,[],[],0.17247936688363552,0.1300816833972931,True
2c6b32bd,fb15k-237,conve,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2957461750605931,19,69c6eccd,128.0,Adam,0.0013127493265305118,2.0,64.0,normal_,2.813760343009433e-05,-0.0901584648031648,lp,False,3.276333948377505e-11,2.227216105254395e-19,-0.12825452536344528,0.038184331730008125,[],[],0.2343682781793177,0.482676912099123,True
6a3dc69e,fb15k-237,conve,1,search,negative_sampling,valid,330,,,,mean_reciprocal_rank_filtered_with_test,0.2898587868905047,20,69ac6f74,512.0,Adagrad,0.4919833192471562,7.0,512.0,xavier_normal_,0.10977815338100144,-0.9794359372995328,,True,2.2408163176634227e-19,6.830195837171162e-09,0.3095901096239686,-0.48225147277116776,[],[],0.35367364762350917,0.22933070734143257,False
6a3dc69e,fb15k-237,conve,1,search,negative_sampling,valid,230,,,,mean_reciprocal_rank_filtered_with_test,0.2348122672066581,21,19a478f3,1024.0,Adam,0.031658574203628526,4.0,256.0,normal_,0.009175050889677325,-0.4200758151251729,lp,False,6.45003733699015e-16,2.409957021787533e-12,0.050603607669472694,-0.24189511314034462,[],[],0.11828594468533993,0.031088269781321287,True
6a3dc69e,fb15k-237,conve,1,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.039869413655947,22,db51425e,256.0,Adagrad,0.004296173916014265,8.0,16.0,uniform_,0.00034043845681715754,-0.5239609894166422,lp,True,4.4092723184367924e-05,0.06749483902411979,-0.38818921614438295,0.31003483198583126,[],[],0.4968591211363673,0.2766224513761699,False
6a3dc69e,fb15k-237,conve,1,search,negative_sampling,valid,60,,,,mean_reciprocal_rank_filtered_with_test,0.1628379541140932,23,46fe58ba,256.0,Adam,0.08695376799298997,8.0,32.0,uniform_,0.01753069655049841,-0.5734199084478058,lp,True,1.0001300457270531e-14,5.584632156681212e-11,0.3432915471494198,-0.42303763050585985,[],[],0.12533717788755894,0.4420330747961998,False
