job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,rotate.entity_embedder.regularize_weight,rotate.relation_embedder.regularize_weight,rotate.entity_embedder.dropout,rotate.relation_embedder.dropout,rotate.l_norm
87a8489b,umls,rotate,0,search,1vsAll,valid,185,,,,mean_reciprocal_rank_filtered_with_test,0.263489167383112,1,80344eb8,256.0,Adam,0.018490004102958806,0.0,512.0,normal_,0.0013033639848664682,-0.6162258040022663,lp,False,2.899838613510236e-10,4.903391243418628e-17,0.09956116508692503,-0.046930912882089615,1.0
87a8489b,umls,rotate,1,search,1vsAll,valid,150,,,,mean_reciprocal_rank_filtered_with_test,0.878483590904189,2,2bf18ebf,1024.0,Adam,0.0005896547522643507,4.0,32.0,xavier_normal_,0.02550878138609953,-0.7880745451478287,lp,False,2.820849654387234e-18,7.664456914924019e-16,0.4753393745049834,0.49024499859660864,1.0
87a8489b,umls,reciprocal_relations_model,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.8325541677650499,4,8da94f31,128.0,Adagrad,0.16439060730130223,7.0,128.0,uniform_,5.01371056559006e-05,-0.29228300147634,,True,0.0073014642865652695,6.012923764154594e-11,-0.1561510358005762,-0.25455773435533047,2.0
87a8489b,umls,reciprocal_relations_model,1,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.8691121668903374,3,132a0de2,1024.0,Adam,0.009854494180169312,4.0,128.0,xavier_normal_,0.006665120807770487,-0.6690303783815261,lp,True,9.56770414413302e-07,6.841809324170976e-05,0.19485723972320557,0.3163783233612776,2.0
87a8489b,umls,rotate,0,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.9320053381422546,0,561b8503,128.0,Adagrad,0.11739633036576107,5.0,64.0,normal_,3.706315896239375e-05,-0.15688205324164584,lp,False,1.4482566307423789e-12,5.397653857158094e-19,-0.4363479008898139,-0.4231593208387494,1.0
87a8489b,umls,rotate,1,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.6983614962525163,7,d76bd2ad,512.0,Adagrad,0.0011800602325355372,9.0,512.0,xavier_uniform_,0.22700807633410433,-0.4857149842647184,lp,False,1.7873410581811339e-06,4.5075708695349456e-13,-0.06017294805496931,0.11656495183706284,1.0
87a8489b,umls,reciprocal_relations_model,1,search,1vsAll,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.6927244970403565,6,8f2d15fe,256.0,Adam,0.8122345110868422,2.0,32.0,normal_,0.0004122716131351339,-0.9969940439579357,,True,2.049235242132978e-19,1.816143915779695e-08,0.31715646013617516,-0.13081665616482496,2.0
87a8489b,umls,reciprocal_relations_model,0,search,1vsAll,valid,100,,,,mean_reciprocal_rank_filtered_with_test,0.1576396146434947,9,60fc4cf1,1024.0,Adagrad,0.04995845960708231,1.0,16.0,xavier_normal_,0.0002146725364205198,-0.8744036914720945,lp,False,4.38406217786412e-12,4.10304379894215e-20,-0.4973660968244076,0.1445981552824378,2.0
87a8489b,umls,rotate,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3336306846946295,5,8fa76aff,128.0,Adam,0.011554168888739615,9.0,512.0,normal_,0.0866151861500707,-0.3621481982525997,lp,True,2.0404723984547294e-08,1.0358692224293351e-05,0.12898579705506563,-0.10031714104115963,1.0
87a8489b,umls,rotate,1,search,1vsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.8732231467779429,11,66083697,512.0,Adam,0.41699746464349563,7.0,64.0,uniform_,1.695190987495679e-05,-0.03435670269619673,,True,4.0330197640570045e-20,6.625928740629878e-07,0.2571749025955796,0.40694394055753946,1.0
87a8489b,umls,reciprocal_relations_model,0,search,1vsAll,valid,110,,,,mean_reciprocal_rank_filtered_with_test,0.7681736390283502,8,9a04476f,256.0,Adagrad,0.0016708058257819554,2.0,256.0,xavier_uniform_,0.004148621090709115,-0.5455283558936044,lp,False,0.0001391739455867785,8.345182444420151e-12,-0.12305272370576859,-0.3301922269165516,2.0
87a8489b,umls,reciprocal_relations_model,0,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.892545267116804,13,a90b4702,512.0,Adam,0.04628634753717696,6.0,128.0,xavier_normal_,0.00010974355466783977,-0.4148113322242256,lp,False,1.2361954062556257e-09,2.912979817211977e-17,0.03753350488841534,0.2708112671971321,2.0
87a8489b,umls,rotate,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3454196672498082,10,fc699877,256.0,Adagrad,0.0034765263453477337,4.0,64.0,uniform_,0.040942497502965344,-0.911579309421992,lp,True,1.2868534191599905e-15,0.0036478483475418217,-0.34298129472881556,-0.47646922152489424,1.0
87a8489b,umls,rotate,0,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.1026295503955677,12,494fee58,1024.0,Adagrad,0.3005018100260888,2.0,256.0,xavier_uniform_,0.0025076897422075806,-0.7388112689561117,,True,0.002020927729385932,4.368898995308019e-09,-0.21531100291758776,0.03312654606997967,1.0
87a8489b,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.7035086696133291,15,0e159565,128.0,Adam,0.0003908421904367149,8.0,16.0,uniform_,0.6788224835688408,-0.24340178723697548,lp,False,1.5618750372213113e-16,1.0971976112850113e-13,0.41126702912151814,-0.2063137935474515,2.0
87a8489b,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.6534896569749329,14,c5d372d0,1024.0,Adam,0.0008425638908237875,7.0,64.0,uniform_,0.011503139750605134,-0.8210109154692664,,True,0.05684893493376734,4.567594941726055e-16,-0.34862829092890024,-0.0053682709112763405,2.0
87a8489b,umls,rotate,0,search,1vsAll,valid,200,,,,mean_reciprocal_rank_filtered_with_test,0.6039735290901792,16,b784097c,128.0,Adagrad,0.6571797393137374,3.0,128.0,xavier_normal_,2.1493811974471437e-05,-0.31739169128630307,lp,False,2.225834535129237e-17,0.05757597742880772,0.028959324583411217,0.24203208275139332,1.0
87a8489b,umls,rotate,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3759557337848687,17,edf2cb03,512.0,Adagrad,0.007505756220047939,0.0,16.0,uniform_,0.13302116357708813,-0.02051034504106264,lp,False,3.694689338502955e-11,2.771418429384556e-10,0.4051952753216028,-0.2986875018104911,1.0
87a8489b,umls,reciprocal_relations_model,0,search,1vsAll,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.5545476901750623,20,43d46237,256.0,Adam,0.10147698374090615,10.0,256.0,xavier_uniform_,0.0007029512558295387,-0.5246936619411968,lp,True,1.0739943996492583e-14,6.988763069147454e-15,-0.22626807261258364,0.44086888805031776,2.0
87a8489b,umls,reciprocal_relations_model,0,search,1vsAll,valid,220,,,,mean_reciprocal_rank_filtered_with_test,0.8420103108224694,21,34da8baf,512.0,Adagrad,0.0008007784844643444,1.0,512.0,normal_,0.44235710727434757,-0.4053671694223303,,True,1.5997929573924545e-18,6.205847974758187e-19,0.18736445624381304,-0.3790332078933716,2.0
87a8489b,umls,rotate,1,search,1vsAll,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.8612941437703701,23,7a54c623,256.0,Adam,0.19661846101090566,9.0,32.0,uniform_,0.0007637343410039028,-0.893193704854073,lp,False,1.4065681251934102e-05,0.00015561622410878792,-0.4438672699034214,0.36575805116444826,1.0
87a8489b,umls,rotate,1,search,1vsAll,valid,360,,,,mean_reciprocal_rank_filtered_with_test,0.7184053198691526,18,8594cf89,1024.0,Adam,0.005529480363354634,5.0,256.0,xavier_uniform_,0.014793218164564768,-0.6907971734863426,lp,False,1.8501603228651987e-13,4.404247525628396e-08,-0.06815013289451599,-0.17238294519484043,1.0
