job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,conve.entity_embedder.regularize_weight,conve.relation_embedder.regularize_weight,conve.entity_embedder.dropout,conve.relation_embedder.dropout,KvsAll.label_smoothing,conve.feature_map_dropout,conve.projection_dropout,conve.convolution_bias
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.262527094249002,0,96d7dc70,512.0,Adagrad,0.043513175002886574,6.0,32.0,normal_,7.956115932179104e-05,-0.6594924230210762,lp,False,1.7851174772374385e-19,3.751685059784727e-09,-0.017547836527228355,0.2439546724781394,-0.15470275450497864,0.22167624766007066,0.12866936717182398,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,285,,,,mean_reciprocal_rank_filtered_with_test,0.2750592843331195,1,a9c1aa6f,1024.0,Adam,0.13306057053402184,0.0,64.0,uniform_,0.0008446784165075623,-0.3762074755394924,,True,1.0659912890829128e-11,1.9231061957960576e-17,-0.2720418022945523,0.4892550678923726,0.15950125269591808,0.11409789649769664,0.3851114655844867,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2088133164474622,2,23f23676,128.0,Adagrad,0.0009346144380328734,8.0,128.0,xavier_normal_,0.006012996991961818,-0.8382983107827884,lp,False,1.286147789050801e-07,0.002565876055392255,0.1969992471858859,-0.017189152538776398,-0.12808037661015986,0.3522393349558115,0.0709877135232091,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.1816174848962788,3,fcce9435,128.0,Adam,0.05913171919504814,4.0,64.0,xavier_uniform_,0.00018766579517995812,-0.35814187859000635,lp,True,1.1165843433924037e-10,5.680769432691531e-07,0.2814127476885915,0.10949924867600203,0.26711137220263476,0.28413164615631104,0.038090371526777744,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,225,,,,mean_reciprocal_rank_filtered_with_test,0.173543162001889,4,c03df32d,1024.0,Adagrad,0.002693505775448271,6.0,256.0,uniform_,0.024875731959047225,-0.9276572659443691,lp,False,6.57601915096458e-15,3.1559250063875345e-11,-0.24903348367661238,-0.3957743290811777,-0.007907295227050803,0.061111712362617254,0.47452738462015986,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.3023823725317223,5,6f5f21fc,512.0,Adam,0.0006429598500005709,2.0,256.0,xavier_normal_,0.2524944328899319,-0.14795934670450162,lp,True,8.001942423026873e-18,7.210749147445558e-06,-0.49258633330464363,-0.14888707920908928,0.012486048974096775,0.16478390293195844,0.23090288508683443,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,165,,,,mean_reciprocal_rank_filtered_with_test,0.2231271831337325,6,5d832403,256.0,Adagrad,0.8682654456480462,10.0,16.0,uniform_,1.8385995527040843e-05,-0.5750202231400088,,False,0.00471227329632138,1.2170149854340605e-19,0.03833208605647087,0.37213356886059046,-0.28121164720505476,0.4266143599525094,0.29551086528226733,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,285,,,,mean_reciprocal_rank_filtered_with_test,0.2800823854523097,7,d46d3060,256.0,Adam,0.0014170243904201756,7.0,32.0,xavier_uniform_,0.17879564381955718,-0.5361593444840238,,False,4.793236981010702e-16,7.282382004328354e-13,-0.13893059734255075,-0.46406586188822985,0.0893421392887831,0.45622907392680645,0.11017617862671614,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.3068897361526946,8,a61f11a9,512.0,Adagrad,0.24399126793484996,5.0,512.0,normal_,0.00011011859803528756,-0.2483792719867266,lp,True,0.018333889910055915,1.0168027555103325e-07,0.32951297517865896,0.06085722707211971,-0.19854626320302488,0.20243381662294269,0.4240481569431722,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.2747230705998716,9,1a51d176,1024.0,Adam,0.027157262796883165,9.0,128.0,uniform_,0.0024075566442953627,-0.965083847672753,lp,False,6.795896895714955e-09,6.637325599023263e-19,0.08399186097085476,0.30017608776688576,0.1938987901434302,0.08729461440816522,0.18323853518813848,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,385,,,,mean_reciprocal_rank_filtered_with_test,0.2138536682215925,10,149304a1,128.0,Adagrad,0.009702274497803908,1.0,32.0,normal_,0.00813169182582061,-0.25726414951050647,lp,True,2.60004859955496e-14,0.0003066759292975376,-0.3839492443948984,-0.2089999308809638,-0.0751732187345624,0.31740087177604437,0.36844363575801253,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.0453204883480806,11,dc156025,128.0,Adam,0.47733635888373216,6.0,128.0,normal_,0.0005848270510169046,-0.8005360539529752,lp,False,1.7772159450674857e-13,3.390136345421489e-10,-0.09445762634277344,0.17943778075277805,0.241997274197638,0.26491830218583345,0.2724356739781797,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1553853509498859,12,9d042410,1024.0,Adagrad,0.0004274948385518571,2.0,64.0,xavier_normal_,0.03683270213736559,-0.4774818844642955,,True,3.301315523358029e-08,3.884437275524958e-15,0.4370782971382141,-0.33091649506241083,-0.05134787242859601,0.018683549482375383,0.20710290502756834,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,365,,,,mean_reciprocal_rank_filtered_with_test,0.1895675863674437,13,c791bfc5,512.0,Adam,0.004636177647876128,9.0,16.0,uniform_,0.7699010579449299,-0.6977734883920382,lp,False,2.4279097851077366e-06,0.05509297392275685,0.1806463459506631,-0.09367277007550001,0.04662717506289482,0.12991635268554091,0.46634494280442595,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,145,,,,mean_reciprocal_rank_filtered_with_test,0.2676309768855147,14,dd938425,256.0,Adagrad,0.09553322644475959,0.0,512.0,xavier_normal_,2.7823008112096465e-05,-0.017422968005808004,lp,True,4.508880373689368e-20,2.0778380916773143e-16,-0.351392044685781,0.4321844354271889,-0.2280480980873108,0.39984016492962837,0.030647984705865383,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,190,,,,mean_reciprocal_rank_filtered_with_test,0.18029499037639,15,8a9d8936,256.0,Adam,0.30725641513771845,2.0,128.0,xavier_normal_,0.01581799937862954,-0.3247891507053654,,False,0.0007776764335907842,0.0006931853793011731,-0.037995222955942154,-0.3730218419805169,-0.18618393782526255,0.3421017690561712,0.4457209180109203,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1870450366009053,16,84bb87a4,512.0,Adagrad,0.0018418253562410554,10.0,64.0,normal_,0.0003513583281605682,-0.8982071131502558,lp,True,1.4483622536874278e-17,4.9252947721816094e-18,0.4938972555100918,0.14903354085981846,0.14494859855622055,0.06460792571306229,0.010256652720272541,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,235,,,,mean_reciprocal_rank_filtered_with_test,0.1880667097724194,17,fbbca6bd,1024.0,Adam,0.007146232700748116,4.0,16.0,xavier_normal_,1.1763115402664515e-05,-0.17740937842789106,lp,False,1.0969995492004253e-15,8.921869408823607e-10,0.24869580287486315,0.39616478234529495,-0.14022332467138768,0.20703735295683146,0.25303637562319636,True
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.2562748108693327,18,41978c83,128.0,Adagrad,0.021996989500079646,7.0,512.0,uniform_,0.4751186510119157,-0.6083725915377307,lp,True,2.0425643235000386e-10,2.0866193727464105e-14,-0.28272281866520643,-0.11014353018254042,0.17223018296062947,0.44570493744686246,0.1893935138359666,False
f603ea68,fb15k-237,conve,1,search,KvsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.2342732503742515,19,5e8b4ab7,128.0,Adam,0.0003256962846018079,0.0,16.0,uniform_,4.225392133158511e-05,-0.08805733547333627,lp,False,1.0954188620043052e-06,3.2528998380655437e-20,-0.195383389480412,0.017043789848685265,-0.03323612138628962,0.3770938762463629,0.17016778606921434,True
2e3ef954,fb15k-237,conve,1,search,KvsAll,valid,380,,,,mean_reciprocal_rank_filtered_with_test,0.2161706442026661,20,0e69e2c4,1024.0,Adagrad,0.37536250739594756,8.0,256.0,xavier_normal_,0.10042184893942387,-0.626445108144749,,True,4.178827118675934e-12,1.8665872834054065e-06,0.2726845545694232,-0.4883675994351506,0.29185430556535724,0.15455478709191084,0.3561243857257068,False
2e3ef954,fb15k-237,conve,1,search,KvsAll,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.2303300346850941,21,a5014c9f,512.0,Adam,0.11723117003624153,4.0,256.0,normal_,0.003214330067239508,-0.4092549114865437,lp,False,1.5041156490785865e-18,7.42536444474787e-12,0.015932822600007057,-0.24331149365752935,-0.2872022559866309,0.008219020441174507,0.09881807956844568,False
