job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,transh.entity_embedder.regularize_weight,transh.relation_embedder.regularize_weight,transh.entity_embedder.dropout,transh.relation_embedder.dropout,transh.l_norm
7ad53e47,umls,reciprocal_relations_model,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.67849694,71,9b82d03a,1024,Adam,0.000350768,7,16,xavier_normal_,0.005723213,-0.989360104,lp,FALSE,1.69E-15,1.18E-15,-0.427985078,-0.105227638,1
7ad53e47,umls,transh,1,search,1vsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.750016803,74,1ab6f67e,128,Adagrad,0.270359107,3,256,xavier_uniform_,1.02E-05,-0.492852,lp,TRUE,1.84E-09,9.22E-11,0.202243502,0.149813824,2
7ad53e47,umls,transh,1,search,1vsAll,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.563504833,70,f27bf0fc,512,Adagrad,0.00242024,0,32,normal_,0.063316863,-0.165361352,lp,TRUE,2.09E-16,0.018746867,0.324542678,-0.343157461,2
7ad53e47,umls,reciprocal_relations_model,0,search,1vsAll,valid,70,,,,mean_reciprocal_rank_filtered_with_test,0.814251297,76,cc125dcb,256,Adam,0.032334845,10,128,uniform_,0.000350486,-0.661030708,,FALSE,0.003072099,7.52E-17,-0.05181017,0.419726073,1
7ad53e47,umls,reciprocal_relations_model,1,search,1vsAll,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.461500531,78,9477888c,512,Adam,0.114082756,6,512,xavier_uniform_,5.22E-05,-0.27093687,lp,TRUE,3.46E-17,1.77E-14,0.239075753,0.371032792,1
7ad53e47,umls,transh,1,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.755691575,75,729f9e34,256,Adagrad,0.008400632,4,16,uniform_,0.020411572,-0.774265704,,FALSE,0.071256621,1.39E-09,-0.388218252,-0.38412484,2
7ad53e47,umls,transh,1,search,1vsAll,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.389616797,79,e61dcfdd,1024,Adagrad,0.952447221,2,128,uniform_,0.001247569,-0.571438626,lp,FALSE,1.71E-14,0.001241249,-0.01442367,0.077470382,2
7ad53e47,umls,reciprocal_relations_model,0,search,1vsAll,valid,315,,,,mean_reciprocal_rank_filtered_with_test,0.49817372,77,50d7ff19,128,Adam,0.001214491,8,32,normal_,0.323311187,-0.066964918,lp,TRUE,4.74E-11,5.00E-18,0.366807102,-0.185533136,1
7ad53e47,umls,reciprocal_relations_model,0,search,1vsAll,valid,180,,,,mean_reciprocal_rank_filtered_with_test,0.719291593,81,15c4e459,1024,Adagrad,0.020350055,0,64,uniform_,0.000471081,-0.940243587,lp,TRUE,2.18E-05,3.30E-12,-0.296824954,0.244804386,1
7ad53e47,umls,transh,0,search,1vsAll,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.809197268,84,34a635a8,128,Adam,0.004762724,9,128,xavier_uniform_,0.166315796,-0.45261589,,FALSE,2.01E-18,1.32E-07,0.084639348,-0.007835402,2
7ad53e47,umls,transh,0,search,1vsAll,valid,35,,,,mean_reciprocal_rank_filtered_with_test,0.741731375,85,38e5c0cc,512,Adam,0.132085917,8,32,xavier_uniform_,3.25E-05,-0.154822397,lp,FALSE,1.91E-07,2.02E-06,0.458891679,0.451211454,2
7ad53e47,umls,reciprocal_relations_model,0,search,1vsAll,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.620546961,80,dc3a2108,256,Adagrad,0.000535562,3,512,normal_,0.009123069,-0.643747554,lp,TRUE,2.37E-13,1.59E-20,-0.168696891,-0.30921317,1
7ad53e47,umls,reciprocal_relations_model,1,search,1vsAll,valid,390,,,,mean_reciprocal_rank_filtered_with_test,0.765531856,83,55cfc9e1,1024,Adam,0.003158793,5,512,xavier_uniform_,0.003318499,-0.516336425,,FALSE,3.04E-20,1.13E-07,0.020720494,0.294216697,1
7ad53e47,umls,transh,1,search,1vsAll,valid,290,,,,mean_reciprocal_rank_filtered_with_test,0.828533243,82,1eb45b0a,128,Adagrad,0.037186149,6,16,xavier_normal_,1.77E-05,-0.028387939,lp,TRUE,9.31E-05,1.41E-12,-0.355890561,-0.468685701,2
7ad53e47,umls,transh,1,search,1vsAll,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.810397189,87,fee0e196,512,Adagrad,0.000486427,9,256,uniform_,0.107979117,-0.325147693,lp,TRUE,1.31E-11,1.59E-18,-0.233530328,0.025281015,2
