job_id,dataset,model,reciprocal,job,job_type,split,epoch,avg_loss,avg_penalty,avg_cost,metric_name,metric,child_folder,child_job_id,train.batch_size,train.optimizer,train.optimizer_args.lr,train.lr_scheduler_args.patience,lookup_embedder.dim,lookup_embedder.initialize,lookup_embedder.initialize_args.normal_.std,lookup_embedder.initialize_args.uniform_.a,lookup_embedder.regularize,lookup_embedder.regularize_args.weighted,negative_sampling.num_negatives_s,negative_sampling.num_negatives_o,train.loss_arg,loss_func,KvsAll.label_smoothing,entity_embedder.regularize_weight,relation_embedder.regularize_weight,entity_embedder.dropout,relation_embedder.dropout,l_norm,feature_map_dropout,projection_dropout,convolution_bias,entity_embedder.normalize.p,relation_embedder.normalize.p
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.7508100731972537,3,0486d9e4,128.0,Adam,0.0382714652614784,1.0,256.0,normal_,0.0005041443570535,-0.5746373788845167,,False,[],[],6.00603636354208,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.4586524261287385,2,0d5603f7,1024.0,Adam,0.0003455027633011,3.0,64.0,normal_,0.0131520609320958,-0.7613201856898331,lp,False,[],[],8.925955733284354,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.8161691302902128,0,4d7979a8,256.0,Adagrad,0.1997072534332726,5.0,256.0,uniform_,6.434525572987095e-05,-0.3098774535660817,lp,True,[],[],1.470485171303153,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,20,,,,mean_reciprocal_rank_filtered_with_test,0.8177886213993002,4,714c4192,1024.0,Adam,0.0086136592078413,4.0,512.0,xavier_normal_,0.0161928279047179,-0.6603524433209933,lp,True,[],[],8.729442907497287,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.6613788253690568,1,ff949b9b,256.0,Adagrad,0.0487568092044248,7.0,64.0,normal_,2.299944136042559e-05,-0.1434825853236764,,False,[],[],1.1860054265707731,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,130,,,,mean_reciprocal_rank_filtered_with_test,0.6395600675805214,7,8c67979e,512.0,Adagrad,0.0021290032807629,8.0,128.0,xavier_uniform_,0.1820731345073143,-0.4580766343660838,lp,False,[],[],3.871549740433693,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.8249196245626438,8,ebf58d9c,128.0,Adam,0.6951299160918496,1.0,32.0,normal_,0.0013332762209073,-0.9724459870363772,lp,True,[],[],6.336866989731789,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.5979351207522526,5,3375ea9e,1024.0,Adagrad,0.0914606199694311,2.0,16.0,xavier_normal_,0.0020855781578676,-0.8573406923636515,,False,[],[],7.72474548779428,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,100,,,,mean_reciprocal_rank_filtered_with_test,0.5116263547557994,9,8d13b332,256.0,Adam,0.0161887403377582,9.0,128.0,normal_,0.0572982319918981,-0.3390646519234683,lp,True,[],[],0.1912262197583913,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,105,,,,mean_reciprocal_rank_filtered_with_test,0.6235219101232985,6,65c82144,512.0,Adam,0.3707507872175833,6.0,32.0,normal_,1.4947979977895993e-05,-0.0281175511076021,lp,True,[],[],4.751770533621311,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.7236952518392925,11,95f7e151,128.0,Adagrad,0.0011333548977129,3.0,512.0,xavier_uniform_,0.0517268925854978,-0.5410816749998089,lp,False,[],[],7.207169570028782,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.7699196002234711,13,d48b528c,512.0,Adam,0.026301946227536,7.0,256.0,xavier_normal_,9.938702790252188e-05,-0.4252229357915464,,False,[],[],2.592367082834244,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.6075872409563123,15,cf0d4a4d,128.0,Adagrad,0.0026245554460621,5.0,64.0,uniform_,0.0040984222804018,-0.8805723556851875,lp,True,[],[],5.135580450296402,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.4689761202759538,14,4cfaba28,1024.0,Adagrad,0.2907341953059016,0.0,256.0,xavier_uniform_,0.0003244499185852,-0.6897545925043616,lp,True,[],[],9.930499820038676,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,90,,,,mean_reciprocal_rank_filtered_with_test,0.7863583242966353,16,d51cffff,256.0,Adam,0.0005039572472289,9.0,16.0,uniform_,0.8183409601412446,-0.2388625980656128,lp,False,[],[],2.4654162209481,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,330,,,,mean_reciprocal_rank_filtered_with_test,0.6367734663325585,10,bd32bcb2,1024.0,Adam,0.0015291820751019,5.0,64.0,uniform_,0.0237732198885086,-0.8308018481074739,lp,True,[],[],2.0549835357815027,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0690547673980151,12,2e14d552,256.0,Adagrad,0.8329500058302046,3.0,512.0,xavier_normal_,3.228267574243813e-05,-0.3480483902125711,lp,False,[],[],9.599355617538096,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.6091410631051093,18,fbf6188f,512.0,Adagrad,0.0079169448055878,1.0,16.0,uniform_,0.12971620601896,-0.0347971011799294,,False,[],[],5.351310987025499,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.0562029001902948,19,0685ea28,128.0,Adam,0.074615134281065,10.0,256.0,normal_,0.0009081479854409,-0.5207834789526369,lp,True,[],[],2.885059136897325,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.849282949248706,21,a88ffca3,512.0,Adagrad,0.000422291378543,0.0,128.0,normal_,0.3628765636383181,-0.3869508557309303,lp,True,[],[],6.993136610835791,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.5984656211057323,20,1edcff0a,128.0,Adam,0.147472324484403,8.0,16.0,xavier_uniform_,0.0007375528358843,-0.9325088576300722,lp,False,[],[],4.458601679652929,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,30,,,,mean_reciprocal_rank_filtered_with_test,0.6838941515589053,23,45fd6aac,1024.0,Adam,0.0060680603106377,7.0,512.0,xavier_uniform_,0.0089899024689441,-0.7471688108345214,,False,[],[],0.6011820305138826,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.3018952118107146,17,9ffb59c5,256.0,Adagrad,0.0367428863528836,4.0,32.0,xavier_normal_,4.6003362618042886e-05,-0.198988227066053,lp,True,[],[],8.057587193325162,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.7671071152014235,26,31218fed,512.0,Adam,0.2792511582393419,3.0,32.0,xavier_uniform_,0.0001459127400968,-0.068261622045841,lp,False,[],[],6.630799118429422,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,395,,,,mean_reciprocal_rank_filtered_with_test,0.7406400902870974,25,12dac450,128.0,Adagrad,0.0007980002437624,6.0,512.0,uniform_,0.0057526550770248,-0.6125364717091992,lp,True,[],[],4.086040798574686,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,75,,,,mean_reciprocal_rank_filtered_with_test,0.7162028587668952,27,df63796f,1024.0,Adagrad,0.01939428352076,10.0,32.0,normal_,0.0002311508171265,-0.801523198513072,lp,True,[],[],0.8536211494356394,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.7246734525528422,29,52c3bbe7,256.0,Adam,0.0032095489794846,2.0,128.0,xavier_uniform_,0.5574025898508653,-0.2520585088440403,,False,[],[],8.320249700918794,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.7100120497627492,22,e92aa26c,1024.0,Adagrad,0.5665211469987805,9.0,128.0,normal_,0.0029171141472166,-0.6517581727872974,lp,False,[],[],1.802087398245931,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,15,,,,mean_reciprocal_rank_filtered_with_test,0.7187994272430982,31,8bbbdcc2,256.0,Adam,0.0010421654012433,0.0,16.0,xavier_uniform_,0.0838262529612648,-0.1696775291197001,lp,True,[],[],9.337151618674396,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.5839569466245687,32,a1d08d60,512.0,Adam,0.1096515481400903,5.0,256.0,uniform_,1.0217491396626956e-05,-0.4787935935586132,lp,True,[],[],5.714106988161802,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,80,,,,mean_reciprocal_rank_filtered_with_test,0.7538899146706048,33,dedfced7,128.0,Adagrad,0.0116108816387776,7.0,64.0,normal_,0.0369820714588461,-0.9654537392234056,,False,[],[],3.257162999361753,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.7568073857781346,28,81c3ae76,1024.0,Adam,0.0231061377200123,0.0,128.0,xavier_uniform_,0.0765708733457771,-0.127756912943432,lp,True,[],[],8.476240132004023,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.0671324642157993,24,a98e8cac,256.0,Adagrad,0.0022992475883243,9.0,32.0,normal_,0.0015423875938049,-0.6758159007272404,lp,False,[],[],1.009559128433466,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,85,,,,mean_reciprocal_rank_filtered_with_test,0.7446629342857314,35,d8c23461,512.0,Adagrad,0.3320109691225495,6.0,512.0,uniform_,0.0402749938621858,-0.9882298609075788,lp,False,[],[],3.929473990574479,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,275,,,,mean_reciprocal_rank_filtered_with_test,0.705567857239144,30,89024cfe,128.0,Adam,0.0005728411458149,5.0,64.0,xavier_normal_,1.900709678568072e-05,-0.4425493093589973,,True,[],[],6.474294299259782,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.6485803990276313,37,eefbe0f2,512.0,Adagrad,0.0810613791656282,6.0,64.0,xavier_normal_,0.0036932683152577,-0.590176175808357,lp,True,[],[],3.7256343383342023,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.862987588519699,36,954cb8c9,128.0,Adam,0.0142816076350703,3.0,256.0,xavier_normal_,0.000111673760645,-0.1040672483862098,lp,False,[],[],6.182487728074193,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,50,,,,mean_reciprocal_rank_filtered_with_test,0.0456492505921907,38,42535d71,1024.0,Adam,0.4196605335134103,2.0,16.0,xavier_uniform_,0.8832461060967882,-0.2943949508036393,lp,False,[],[],8.868027608841658,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,25,,,,mean_reciprocal_rank_filtered_with_test,0.7486355553375431,39,e46e3052,256.0,Adagrad,0.0012793002591855,9.0,256.0,uniform_,0.00030384555132,-0.777026812713882,,True,[],[],1.3330635242164135,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.6105118733973591,41,ddf1c56d,512.0,Adam,0.0097182765726099,8.0,256.0,xavier_uniform_,0.0003926011387685,-0.8960534577524848,lp,False,[],[],2.728569218888879,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,140,,,,mean_reciprocal_rank_filtered_with_test,0.7580358587159701,34,df5b9f94,128.0,Adagrad,0.0552721562999816,1.0,16.0,xavier_normal_,0.3290175942392317,-0.409515861737132,lp,True,[],[],5.194730469956994,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.571300576800949,42,4cfbdc17,1024.0,Adagrad,0.0018809415394152,4.0,512.0,normal_,8.591296309530851e-05,-0.2233233541114069,,True,[],[],9.75527035072446,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,115,,,,mean_reciprocal_rank_filtered_with_test,0.8330846681185295,40,b115ca9b,256.0,Adam,0.6157730478394358,7.0,64.0,xavier_uniform_,0.0097453308546971,-0.7055255937636644,lp,False,[],[],2.2109984047710896,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,100,,,,mean_reciprocal_rank_filtered_with_test,0.6788086686397623,44,fd52ee37,1024.0,Adagrad,0.0043559739004801,4.0,32.0,uniform_,2.4802012381982752e-05,-0.3232822383514605,lp,False,[],[],7.588540073484182,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.1919581290403026,43,7b8a0bd0,256.0,Adam,0.0436850903747391,5.0,512.0,xavier_normal_,0.0151937871474233,-0.8728685240051522,lp,True,[],[],0.1320824585855007,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,5,,,,mean_reciprocal_rank_filtered_with_test,0.7149802833978384,46,0408ab81,512.0,Adam,0.0003025169738463,10.0,16.0,xavier_uniform_,0.0012016949716139,-0.5568078540144674,,True,[],[],4.926997320726514,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,45,,,,mean_reciprocal_rank_filtered_with_test,0.7162668427075345,47,d5d90761,128.0,Adagrad,0.1756958985139142,1.0,128.0,xavier_normal_,0.2040430418517023,-0.0126555540005489,lp,False,[],[],7.461594240739942,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,1,search,negative_sampling,valid,40,,,,mean_reciprocal_rank_filtered_with_test,0.7424180200494872,49,82ec486d,512.0,Adagrad,0.5004042870934144,4.0,512.0,normal_,0.0054186296484749,-0.9168475445840694,,True,[],[],7.051180368289352,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,0,search,negative_sampling,valid,55,,,,mean_reciprocal_rank_filtered_with_test,0.5395779287888228,51,ed4872a5,128.0,Adam,0.0009234476830356,7.0,32.0,uniform_,0.0001566317227499,-0.4023556497148424,lp,False,[],[],4.595833783969283,margin_ranking,,,,,,,,,,,
0846d846,umls,reciprocal_relations_model,1,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.6413925732571655,45,d4ae7d6f,1024.0,Adam,0.1236788357952374,9.0,128.0,xavier_normal_,0.6297308153361383,-0.2148355364087409,lp,False,[],[],0.3477941825985908,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,400,,,,mean_reciprocal_rank_filtered_with_test,0.6874649890361388,50,675ee102,256.0,Adagrad,0.013165289101352,0.0,32.0,xavier_uniform_,0.0002070975107039,-0.7315838058719039,lp,True,[],[],7.881251461803913,margin_ranking,,,,,,,,,,,
0846d846,umls,distmult,0,search,negative_sampling,valid,10,,,,mean_reciprocal_rank_filtered_with_test,0.7701745530578987,54,4101598d,1024.0,Adam,0.2444551180344938,10.0,16.0,uniform_,0.1071705489053157,-0.3636525001354329,,True,[],[],1.9969460368156435,margin_ranking,,,,,,,,,,,
